S.No.,State Code,State Name (In English),State Census 2011 Code,District Code,District Name (In English),District Census 2011 Code,Subdistrict Code,Subdistrict Name (In English),Subdistrict Census 2011 Code,Village Code,Village Name (In English),Village Census 2011 Code,Localbody Code,localbody Name (In English),Localbody Census 2011 Code,Development Block Code,Development Block Name (In English),District Code of Development Block,District Name of Development Block (In English)
193,30,Goa,30,551,North Goa,585,5611,Tiswadi,5611,626706,Chorao,626706,254392,Chodan-Madel,0,5934,Tiswadi,551.0,North Goa
194,30,Goa,30,551,North Goa,585,5611,Tiswadi,5611,626729,Corlim (Ct),626729,254398,Corlim,0,5934,Tiswadi,551.0,North Goa
195,30,Goa,30,551,North Goa,585,5611,Tiswadi,5611,626740,Cujira (Og),626740,254508,St. Cruz,0,5934,Tiswadi,551.0,North Goa
196,30,Goa,30,551,North Goa,585,5611,Tiswadi,5611,626728,Cumbarjua (Ct),626728,254404,Cumbharjua,0,5934,Tiswadi,551.0,North Goa
197,30,Goa,30,551,North Goa,585,5611,Tiswadi,5611,626723,Curca,626723,254405,"Curca, Bambolim, Talaulim",0,5934,Tiswadi,551.0,North Goa
198,30,Goa,30,551,North Goa,585,5611,Tiswadi,5611,645599,Durgavado,645599,254513,Taleigao,0,5934,Tiswadi,551.0,North Goa
199,30,Goa,30,551,North Goa,585,5611,Tiswadi,5611,626714,Ella,626714,254496,Se-Old-Goa,0,5934,Tiswadi,551.0,North Goa
200,30,Goa,30,551,North Goa,585,5611,Tiswadi,5611,626721,Gancim,626721,254368,Batim,0,5934,Tiswadi,551.0,North Goa
201,30,Goa,30,551,North Goa,585,5611,Tiswadi,5611,626713,Gandaulim,626713,254404,Cumbharjua,0,5934,Tiswadi,551.0,North Goa
202,30,Goa,30,551,North Goa,585,5611,Tiswadi,5611,626717,Goalim-Moula,626717,254405,"Curca, Bambolim, Talaulim",0,5934,Tiswadi,551.0,North Goa
203,30,Goa,30,551,North Goa,585,5611,Tiswadi,5611,626734,Goa-Velha,626734,254507,St. Andre,0,5934,Tiswadi,551.0,North Goa
204,30,Goa,30,551,North Goa,585,5611,Tiswadi,5611,626710,Goltim,626710,254417,Goltim-Navelim,0,5934,Tiswadi,551.0,North Goa
205,30,Goa,30,551,North Goa,585,5611,Tiswadi,5611,626727,Jua (Ct),626727,254509,St. Estevam,0,5934,Tiswadi,551.0,North Goa
206,30,Goa,30,551,North Goa,585,5611,Tiswadi,5611,626711,Malar,626711,254494,Sao Matias,0,5934,Tiswadi,551.0,North Goa
207,30,Goa,30,551,North Goa,585,5611,Tiswadi,5611,626720,Mandur,626720,254363,Azossim-Mandur,0,5934,Tiswadi,551.0,North Goa
208,30,Goa,30,551,North Goa,585,5611,Tiswadi,5611,626735,Mercurim (Ct),626735,254493,Sao Lourence(Agassaim),0,5934,Tiswadi,551.0,North Goa
209,30,Goa,30,551,North Goa,585,5611,Tiswadi,5611,626737,Morambi-O-Grande (Merces),626737,254390,Chimbel,0,5934,Tiswadi,551.0,North Goa
210,30,Goa,30,551,North Goa,585,5611,Tiswadi,5611,626737,Morambi-O-Grande (Merces),626737,254441,Merces,0,5934,Tiswadi,551.0,North Goa
211,30,Goa,30,551,North Goa,585,5611,Tiswadi,5611,626739,Morambi-O-Pequeno (Merces),626739,254441,Merces,0,5934,Tiswadi,551.0,North Goa
212,30,Goa,30,551,North Goa,585,5611,Tiswadi,5611,626731,Murda (Ct),626731,254441,Merces,0,5934,Tiswadi,551.0,North Goa
213,30,Goa,30,551,North Goa,585,5611,Tiswadi,5611,626712,Naroa,626712,254494,Sao Matias,0,5934,Tiswadi,551.0,North Goa
214,30,Goa,30,551,North Goa,585,5611,Tiswadi,5611,626709,Navelim,626709,254417,Goltim-Navelim,0,5934,Tiswadi,551.0,North Goa
215,30,Goa,30,551,North Goa,585,5611,Tiswadi,5611,626726,Neura-O-Grande,626726,254459,Neura,0,5934,Tiswadi,551.0,North Goa
216,30,Goa,30,551,North Goa,585,5611,Tiswadi,5611,626725,Neura-O-Pequeno,626725,254459,Neura,0,5934,Tiswadi,551.0,North Goa
217,30,Goa,30,551,North Goa,585,5611,Tiswadi,5611,626736,Panelim (Og),626736,254496,Se-Old-Goa,0,5934,Tiswadi,551.0,North Goa
218,30,Goa,30,551,North Goa,585,5611,Tiswadi,5611,626738,Renovadi (Og),626738,254441,Merces,0,5934,Tiswadi,551.0,North Goa
219,30,Goa,30,551,North Goa,585,5611,Tiswadi,5611,626724,Siridao,626724,254502,Siridao-Pale,0,5934,Tiswadi,551.0,North Goa
220,30,Goa,30,551,North Goa,585,5611,Tiswadi,5611,626716,Talaulim,626716,254405,"Curca, Bambolim, Talaulim",0,5934,Tiswadi,551.0,North Goa
221,30,Goa,30,551,North Goa,585,5611,Tiswadi,5611,645598,Taleigao,645598,254513,Taleigao,0,5934,Tiswadi,551.0,North Goa
222,30,Goa,30,552,South Goa,586,5619,Canacona,5619,627023,Agonda,627023,254348,Agonda,0,5935,Canacona,552.0,South Goa
223,30,Goa,30,552,South Goa,586,5619,Canacona,5619,627029,Angediva,627029,254431,Loliem-Polem,0,5935,Canacona,552.0,South Goa
224,30,Goa,30,552,South Goa,586,5619,Canacona,5619,627024,Canacona,627024,254499,Shristhal,0,5935,Canacona,552.0,South Goa
225,30,Goa,30,552,South Goa,586,5619,Canacona,5619,924816,Chaudi,0,,,,5935,Canacona,552.0,South Goa
226,30,Goa,30,552,South Goa,586,5619,Canacona,5619,627022,Cola,627022,254393,Cola,0,5935,Canacona,552.0,South Goa
227,30,Goa,30,552,South Goa,586,5619,Canacona,5619,627028,Cotigao,627028,254400,Cotigao,0,5935,Canacona,552.0,South Goa
228,30,Goa,30,552,South Goa,586,5619,Canacona,5619,627025,Gaodongrem,627025,254416,Gaondongri,0,5935,Canacona,552.0,South Goa
229,30,Goa,30,552,South Goa,586,5619,Canacona,5619,627027,Loliem,627027,254431,Loliem-Polem,0,5935,Canacona,552.0,South Goa
230,30,Goa,30,552,South Goa,586,5619,Canacona,5619,924820,Nagorcem - Palolem,0,,,,5935,Canacona,552.0,South Goa
231,30,Goa,30,552,South Goa,586,5619,Canacona,5619,627026,Poinguinim,627026,254475,Poinguinim,0,5935,Canacona,552.0,South Goa
232,30,Goa,30,552,South Goa,586,5931,Dharbandora,0,626973,Aglote,626973,254489,Sancordem,0,6841,Dharbandora,552.0,South Goa
233,30,Goa,30,552,South Goa,586,5931,Dharbandora,0,626984,Bandoli,626984,254428,Kirlapal-Dabhal,0,6841,Dharbandora,552.0,South Goa
234,30,Goa,30,552,South Goa,586,5931,Dharbandora,0,626982,Camarconda,626982,254428,Kirlapal-Dabhal,0,6841,Dharbandora,552.0,South Goa
235,30,Goa,30,552,South Goa,586,5931,Dharbandora,0,626976,Caranzol,626976,254394,Colem,0,6841,Dharbandora,552.0,South Goa
236,30,Goa,30,552,South Goa,586,5931,Dharbandora,0,626981,Codli,626981,254428,Kirlapal-Dabhal,0,6841,Dharbandora,552.0,South Goa
237,30,Goa,30,552,South Goa,586,5931,Dharbandora,0,626977,Colem,626977,254394,Colem,0,6841,Dharbandora,552.0,South Goa
238,30,Goa,30,552,South Goa,586,5931,Dharbandora,0,626980,Cormonem,626980,254428,Kirlapal-Dabhal,0,6841,Dharbandora,552.0,South Goa
239,30,Goa,30,552,South Goa,586,5931,Dharbandora,0,626971,Darbandora,626971,254410,Dharbandora,0,6841,Dharbandora,552.0,South Goa
240,30,Goa,30,552,South Goa,586,5931,Dharbandora,0,626983,Moissal,626983,254428,Kirlapal-Dabhal,0,6841,Dharbandora,552.0,South Goa
241,30,Goa,30,552,South Goa,586,5931,Dharbandora,0,626975,Molem,626975,254444,Mollem,0,6841,Dharbandora,552.0,South Goa
242,30,Goa,30,552,South Goa,586,5931,Dharbandora,0,626970,Piliem,626970,254410,Dharbandora,0,6841,Dharbandora,552.0,South Goa
243,30,Goa,30,552,South Goa,586,5931,Dharbandora,0,626972,Sancordem,626972,254489,Sancordem,0,6841,Dharbandora,552.0,South Goa
244,30,Goa,30,552,South Goa,586,5931,Dharbandora,0,626979,Sangod,626979,254444,Mollem,0,6841,Dharbandora,552.0,South Goa
245,30,Goa,30,552,South Goa,586,5931,Dharbandora,0,626978,Sigao,626978,254394,Colem,0,6841,Dharbandora,552.0,South Goa
246,30,Goa,30,552,South Goa,586,5931,Dharbandora,0,626989,Sonauli,626989,254394,Colem,0,6841,Dharbandora,552.0,South Goa
247,30,Goa,30,552,South Goa,586,5931,Dharbandora,0,626974,Surla,626974,254489,Sancordem,0,6841,Dharbandora,552.0,South Goa
248,30,Goa,30,552,South Goa,586,5615,Mormugao,5615,626884,Arossim,626884,254403,Cansaulim-Arossim-Cuelim,0,5936,Mormugao,552.0,South Goa
249,30,Goa,30,552,South Goa,586,5615,Mormugao,5615,626883,Cansaulim,626883,254403,Cansaulim-Arossim-Cuelim,0,5936,Mormugao,552.0,South Goa
250,30,Goa,30,552,South Goa,586,5615,Mormugao,5615,626885,Chicalim (Ct),626885,254388,Chicalim,0,5936,Mormugao,552.0,South Goa
251,30,Goa,30,552,South Goa,586,5615,Mormugao,5615,626880,Chicolna,626880,254389,Chicolna-Bogmalo,0,5936,Mormugao,552.0,South Goa
252,30,Goa,30,552,South Goa,586,5615,Mormugao,5615,626887,Cortalim (Ct),626887,254399,Cortalim,0,5936,Mormugao,552.0,South Goa
253,30,Goa,30,552,South Goa,586,5615,Mormugao,5615,626877,Cuelim,626877,254403,Cansaulim-Arossim-Cuelim,0,5936,Mormugao,552.0,South Goa
254,30,Goa,30,552,South Goa,586,5615,Mormugao,5615,626874,Dabolim,626874,254388,Chicalim,0,5936,Mormugao,552.0,South Goa
255,30,Goa,30,552,South Goa,586,5615,Mormugao,5615,626879,Issorcim,626879,254528,Velsao-Pale,0,5936,Mormugao,552.0,South Goa
256,30,Goa,30,552,South Goa,586,5615,Mormugao,5615,626878,Pale,626878,254528,Velsao-Pale,0,5936,Mormugao,552.0,South Goa
257,30,Goa,30,552,South Goa,586,5615,Mormugao,5615,626876,Quelossim,626876,276388,Quelossim,0,5936,Mormugao,552.0,South Goa
258,30,Goa,30,552,South Goa,586,5615,Mormugao,5615,626886,Sancoale (Ct),626886,254488,Sancoale,0,5936,Mormugao,552.0,South Goa
259,30,Goa,30,552,South Goa,586,5615,Mormugao,5615,626875,Sao Jacinto Island,626875,254388,Chicalim,0,5936,Mormugao,552.0,South Goa
260,30,Goa,30,552,South Goa,586,5615,Mormugao,5615,626881,Sao Jorge Island,626881,254388,Chicalim,0,5936,Mormugao,552.0,South Goa
261,30,Goa,30,552,South Goa,586,5615,Mormugao,5615,626882,Velsao,626882,254528,Velsao-Pale,0,5936,Mormugao,552.0,South Goa
262,30,Goa,30,552,South Goa,586,5614,Ponda,5614,626847,Adcolna,626847,254374,Bhoma-Adcolna,0,5932,Ponda,552.0,South Goa
263,30,Goa,30,552,South Goa,586,5614,Ponda,5614,626869,Bandora (Ct),626869,254365,Bandora,0,5932,Ponda,552.0,South Goa
264,30,Goa,30,552,South Goa,586,5614,Ponda,5614,626859,Betora,626859,254371,Betora-Nirancal,0,5932,Ponda,552.0,South Goa
265,30,Goa,30,552,South Goa,586,5614,Ponda,5614,626844,Betqui,626844,254372,"Betqui, Candola",0,5932,Ponda,552.0,South Goa
266,30,Goa,30,552,South Goa,586,5614,Ponda,5614,626848,Boma,626848,254374,Bhoma-Adcolna,0,5932,Ponda,552.0,South Goa
267,30,Goa,30,552,South Goa,586,5614,Ponda,5614,626872,Borim (Ct),626872,254376,Borim,0,5932,Ponda,552.0,South Goa
268,30,Goa,30,552,South Goa,586,5614,Ponda,5614,626853,Candepar,626853,254407,Curti-Khandepar,0,5932,Ponda,552.0,South Goa
269,30,Goa,30,552,South Goa,586,5614,Ponda,5614,626865,Candola (Ct),626865,254372,"Betqui, Candola",0,5932,Ponda,552.0,South Goa
270,30,Goa,30,552,South Goa,586,5614,Ponda,5614,626860,Codar,626860,254371,Betora-Nirancal,0,5932,Ponda,552.0,South Goa
271,30,Goa,30,552,South Goa,586,5614,Ponda,5614,626862,Conxem,626862,254371,Betora-Nirancal,0,5932,Ponda,552.0,South Goa
272,30,Goa,30,552,South Goa,586,5614,Ponda,5614,626849,Cuncoliem,626849,254527,Veling-Priol,0,5932,Ponda,552.0,South Goa
273,30,Goa,30,552,South Goa,586,5614,Ponda,5614,626855,Cundaim,626855,254429,Kundaim,0,5932,Ponda,552.0,South Goa
274,30,Goa,30,552,South Goa,586,5614,Ponda,5614,626870,Curti (Ct),626870,254407,Curti-Khandepar,0,5932,Ponda,552.0,South Goa
275,30,Goa,30,552,South Goa,586,5614,Ponda,5614,626856,Durbhat,626856,254414,Durbhat,0,5932,Ponda,552.0,South Goa
276,30,Goa,30,552,South Goa,586,5614,Ponda,5614,626852,Gangem,626852,254522,Usgao-Ganjem,0,5932,Ponda,552.0,South Goa
277,30,Goa,30,552,South Goa,586,5614,Ponda,5614,626867,Marcaim (Ct),626867,254436,Marcaim,0,5932,Ponda,552.0,South Goa
278,30,Goa,30,552,South Goa,586,5614,Ponda,5614,626861,Nirancal,626861,254371,Betora-Nirancal,0,5932,Ponda,552.0,South Goa
279,30,Goa,30,552,South Goa,586,5614,Ponda,5614,626866,Orgao (Ct),626866,254517,Tivrem-Orgao,0,5932,Ponda,552.0,South Goa
280,30,Goa,30,552,South Goa,586,5614,Ponda,5614,626864,Ponchavadi,626864,254466,Panchawadi,0,5932,Ponda,552.0,South Goa
281,30,Goa,30,552,South Goa,586,5614,Ponda,5614,626868,Priol (Ct),626868,254527,Veling-Priol,0,5932,Ponda,552.0,South Goa
282,30,Goa,30,552,South Goa,586,5614,Ponda,5614,626850,Querim,626850,254427,Querim,0,5932,Ponda,552.0,South Goa
283,30,Goa,30,552,South Goa,586,5614,Ponda,5614,626871,Queula,626871,254478,Quela,0,5932,Ponda,552.0,South Goa
284,30,Goa,30,552,South Goa,586,5614,Ponda,5614,626846,Savoi-Verem,626846,254530,Verem-Vaghurme,0,5932,Ponda,552.0,South Goa
285,30,Goa,30,552,South Goa,586,5614,Ponda,5614,626863,Shiroda,626863,254498,Shiroda,0,5932,Ponda,552.0,South Goa
286,30,Goa,30,552,South Goa,586,5614,Ponda,5614,626857,Telaulim,626857,254512,Vadi Talaulim,0,5932,Ponda,552.0,South Goa
287,30,Goa,30,552,South Goa,586,5614,Ponda,5614,626843,Tivrem,626843,254517,Tivrem-Orgao,0,5932,Ponda,552.0,South Goa
288,30,Goa,30,552,South Goa,586,5614,Ponda,5614,626873,Usgao (Ct),626873,254522,Usgao-Ganjem,0,5932,Ponda,552.0,South Goa
289,30,Goa,30,552,South Goa,586,5614,Ponda,5614,626858,Vadi,626858,254512,Vadi Talaulim,0,5932,Ponda,552.0,South Goa
290,30,Goa,30,552,South Goa,586,5614,Ponda,5614,626851,Vagurbem,626851,254530,Verem-Vaghurme,0,5932,Ponda,552.0,South Goa
291,30,Goa,30,552,South Goa,586,5614,Ponda,5614,626854,Velinga,626854,254527,Veling-Priol,0,5932,Ponda,552.0,South Goa
292,30,Goa,30,552,South Goa,586,5614,Ponda,5614,626845,Volvoi,626845,254534,Volvoi,0,5932,Ponda,552.0,South Goa
293,30,Goa,30,552,South Goa,586,5617,Quepem,5617,626948,Adnem,626948,254364,Balli-Adnem,0,5937,Quepem,552.0,South Goa
294,30,Goa,30,552,South Goa,586,5617,Quepem,5617,626947,Ambaulim,626947,254351,Ambaulim,0,5937,Quepem,552.0,South Goa
295,30,Goa,30,552,South Goa,586,5617,Quepem,5617,910339,Amona,0,,,,5937,Quepem,552.0,South Goa
296,30,Goa,30,552,South Goa,586,5617,Quepem,5617,626934,Assolda,626934,254360,Assolda,0,5937,Quepem,552.0,South Goa
297,30,Goa,30,552,South Goa,586,5617,Quepem,5617,626939,Avedem,626939,254362,Avedem-Cotombi,0,5937,Quepem,552.0,South Goa
298,30,Goa,30,552,South Goa,586,5617,Quepem,5617,626949,Bali,626949,254364,Balli-Adnem,0,5937,Quepem,552.0,South Goa
299,30,Goa,30,552,South Goa,586,5617,Quepem,5617,626961,Barcem,626961,254366,Barcem,0,5937,Quepem,552.0,South Goa
300,30,Goa,30,552,South Goa,586,5617,Quepem,5617,626955,Bendordem,626955,254364,Balli-Adnem,0,5937,Quepem,552.0,South Goa
301,30,Goa,30,552,South Goa,586,5617,Quepem,5617,924815,Cacora,0,,,,5937,Quepem,552.0,South Goa
302,30,Goa,30,552,South Goa,586,5617,Quepem,5617,626956,Cavorem,626956,254384,Caurem,0,5937,Quepem,552.0,South Goa
303,30,Goa,30,552,South Goa,586,5617,Quepem,5617,626967,Cazur,626967,254384,Caurem,0,5937,Quepem,552.0,South Goa
304,30,Goa,30,552,South Goa,586,5617,Quepem,5617,626940,Chaifi,626940,254362,Avedem-Cotombi,0,5937,Quepem,552.0,South Goa
305,30,Goa,30,552,South Goa,586,5617,Quepem,5617,626958,Cordem,626958,254364,Balli-Adnem,0,5937,Quepem,552.0,South Goa
306,30,Goa,30,552,South Goa,586,5617,Quepem,5617,626966,Corla,626966,254384,Caurem,0,5937,Quepem,552.0,South Goa
307,30,Goa,30,552,South Goa,586,5617,Quepem,5617,626938,Cotombi,626938,254362,Avedem-Cotombi,0,5937,Quepem,552.0,South Goa
308,30,Goa,30,552,South Goa,586,5617,Quepem,5617,910340,Cusmane,0,,,,5937,Quepem,552.0,South Goa
309,30,Goa,30,552,South Goa,586,5617,Quepem,5617,924817,Deao,0,,,,5937,Quepem,552.0,South Goa
310,30,Goa,30,552,South Goa,586,5617,Quepem,5617,626950,Fatorpa,626950,254415,Fatorpa-Quitol,0,5937,Quepem,552.0,South Goa
311,30,Goa,30,552,South Goa,586,5617,Quepem,5617,626962,Goculdem,626962,254366,Barcem,0,5937,Quepem,552.0,South Goa
312,30,Goa,30,552,South Goa,586,5617,Quepem,5617,626937,Hodar,626937,254360,Assolda,0,5937,Quepem,552.0,South Goa
313,30,Goa,30,552,South Goa,586,5617,Quepem,5617,626957,Maina,626957,254384,Caurem,0,5937,Quepem,552.0,South Goa
314,30,Goa,30,552,South Goa,586,5617,Quepem,5617,626968,Mangal,626968,254384,Caurem,0,5937,Quepem,552.0,South Goa
315,30,Goa,30,552,South Goa,586,5617,Quepem,5617,626945,Molcopona,626945,254443,Molcornem,0,5937,Quepem,552.0,South Goa
316,30,Goa,30,552,South Goa,586,5617,Quepem,5617,626946,Molcornem,626946,254443,Molcornem,0,5937,Quepem,552.0,South Goa
317,30,Goa,30,552,South Goa,586,5617,Quepem,5617,626953,Morpirla,626953,254447,Morpirla,0,5937,Quepem,552.0,South Goa
318,30,Goa,30,552,South Goa,586,5617,Quepem,5617,626942,Nagvem,626942,254443,Molcornem,0,5937,Quepem,552.0,South Goa
319,30,Goa,30,552,South Goa,586,5617,Quepem,5617,626952,Naqueri,626952,254453,Naqueri-Betul,0,5937,Quepem,552.0,South Goa
320,30,Goa,30,552,South Goa,586,5617,Quepem,5617,626959,Padi,626959,254366,Barcem,0,5937,Quepem,552.0,South Goa
321,30,Goa,30,552,South Goa,586,5617,Quepem,5617,626964,Pirla,626964,254384,Caurem,0,5937,Quepem,552.0,South Goa
322,30,Goa,30,552,South Goa,586,5617,Quepem,5617,626960,Quedem,626960,254366,Barcem,0,5937,Quepem,552.0,South Goa
323,30,Goa,30,552,South Goa,586,5617,Quepem,5617,626963,Quisconda,626963,254366,Barcem,0,5937,Quepem,552.0,South Goa
324,30,Goa,30,552,South Goa,586,5617,Quepem,5617,626951,Quitol,626951,254453,Naqueri-Betul,0,5937,Quepem,552.0,South Goa
325,30,Goa,30,552,South Goa,586,5617,Quepem,5617,626941,Sirvoi,626941,254535,Xeldem,0,5937,Quepem,552.0,South Goa
326,30,Goa,30,552,South Goa,586,5617,Quepem,5617,626941,Sirvoi,626941,,,,5937,Quepem,552.0,South Goa
327,30,Goa,30,552,South Goa,586,5617,Quepem,5617,626965,Sulcorna,626965,254384,Caurem,0,5937,Quepem,552.0,South Goa
328,30,Goa,30,552,South Goa,586,5617,Quepem,5617,626954,Tiloi,626954,254364,Balli-Adnem,0,5937,Quepem,552.0,South Goa
329,30,Goa,30,552,South Goa,586,5617,Quepem,5617,626944,Undorna,626944,254443,Molcornem,0,5937,Quepem,552.0,South Goa
330,30,Goa,30,552,South Goa,586,5617,Quepem,5617,626969,Xeldem (Ct),626969,254535,Xeldem,0,5937,Quepem,552.0,South Goa
331,30,Goa,30,552,South Goa,586,5617,Quepem,5617,626936,Xelvona,626936,254360,Assolda,0,5937,Quepem,552.0,South Goa
332,30,Goa,30,552,South Goa,586,5617,Quepem,5617,626935,Xic-Xelvona,626935,254360,Assolda,0,5937,Quepem,552.0,South Goa
333,30,Goa,30,552,South Goa,586,5617,Quepem,5617,626943,Zanodem,626943,254443,Molcornem,0,5937,Quepem,552.0,South Goa
334,30,Goa,30,552,South Goa,586,5616,Salcete,5616,626906,Adsulim,626906,254369,Benaulim,0,5938,Salcete,552.0,South Goa
335,30,Goa,30,552,South Goa,586,5616,Salcete,5616,626922,Ambelim,626922,254352,Ambelim,0,5938,Salcete,552.0,South Goa
336,30,Goa,30,552,South Goa,586,5616,Salcete,5616,626929,Aquem-Baixo,626929,254355,Aquem Baixo,0,5938,Salcete,552.0,South Goa
337,30,Goa,30,552,South Goa,586,5616,Salcete,5616,626919,Assolna,626919,254361,Assolna,0,5938,Salcete,552.0,South Goa
338,30,Goa,30,552,South Goa,586,5616,Salcete,5616,626931,Benaulim (Ct),626931,254369,Benaulim,0,5938,Salcete,552.0,South Goa
339,30,Goa,30,552,South Goa,586,5616,Salcete,5616,626895,Betalbatim,626895,254370,Betalbatim,0,5938,Salcete,552.0,South Goa
340,30,Goa,30,552,South Goa,586,5616,Salcete,5616,626891,Calata,626891,254434,Majorda,0,5938,Salcete,552.0,South Goa
341,30,Goa,30,552,South Goa,586,5616,Salcete,5616,626890,Camurlim,626890,254379,Camurlim,0,5938,Salcete,552.0,South Goa
342,30,Goa,30,552,South Goa,586,5616,Salcete,5616,626904,Cana,626904,254369,Benaulim,0,5938,Salcete,552.0,South Goa
343,30,Goa,30,552,South Goa,586,5616,Salcete,5616,626917,Carmona,626917,254382,Carmona,0,5938,Salcete,552.0,South Goa
344,30,Goa,30,552,South Goa,586,5616,Salcete,5616,626920,Cavelossim,626920,254385,Cavelossim,0,5938,Salcete,552.0,South Goa
345,30,Goa,30,552,South Goa,586,5616,Salcete,5616,626910,Cavorim,626910,254387,Chandor-Cavorim,0,5938,Salcete,552.0,South Goa
346,30,Goa,30,552,South Goa,586,5616,Salcete,5616,626911,Chandor,626911,254387,Chandor-Cavorim,0,5938,Salcete,552.0,South Goa
347,30,Goa,30,552,South Goa,586,5616,Salcete,5616,626933,Chinchinim (Ct),626933,254391,Chinchinim- Deussa,0,5938,Salcete,552.0,South Goa
348,30,Goa,30,552,South Goa,586,5616,Salcete,5616,626897,Colva,626897,254395,Colva,0,5938,Salcete,552.0,South Goa
349,30,Goa,30,552,South Goa,586,5616,Salcete,5616,926704,Cuncolim,0,,,,5938,Salcete,552.0,South Goa
350,30,Goa,30,552,South Goa,586,5616,Salcete,5616,626926,Curtorim (Ct),626926,254408,Curtorim,0,5938,Salcete,552.0,South Goa
351,30,Goa,30,552,South Goa,586,5616,Salcete,5616,626928,Davorlim (Ct),626928,254409,Davorlim Dicarpale,0,5938,Salcete,552.0,South Goa
352,30,Goa,30,552,South Goa,586,5616,Salcete,5616,626928,Davorlim (Ct),626928,254484,Rumdamol-Davorlim,0,5938,Salcete,552.0,South Goa
353,30,Goa,30,552,South Goa,586,5616,Salcete,5616,626918,Deussua,626918,254391,Chinchinim- Deussa,0,5938,Salcete,552.0,South Goa
354,30,Goa,30,552,South Goa,586,5616,Salcete,5616,626909,Dicarpale,626909,254409,Davorlim Dicarpale,0,5938,Salcete,552.0,South Goa
355,30,Goa,30,552,South Goa,586,5616,Salcete,5616,626908,Dramapur,626908,254413,Dramapur- Sirlim,0,5938,Salcete,552.0,South Goa
356,30,Goa,30,552,South Goa,586,5616,Salcete,5616,626900,Duncolim,626900,254497,Seraulim,0,5938,Salcete,552.0,South Goa
357,30,Goa,30,552,South Goa,586,5616,Salcete,5616,626896,Gaundaulim,626896,254395,Colva,0,5938,Salcete,552.0,South Goa
358,30,Goa,30,552,South Goa,586,5616,Salcete,5616,626894,Gonsua,626894,254370,Betalbatim,0,5938,Salcete,552.0,South Goa
359,30,Goa,30,552,South Goa,586,5616,Salcete,5616,626903,Guirdolim,626903,254418,Guirdolim,0,5938,Salcete,552.0,South Goa
360,30,Goa,30,552,South Goa,586,5616,Salcete,5616,626889,Loutulim,626889,254432,Loutulim,0,5938,Salcete,552.0,South Goa
361,30,Goa,30,552,South Goa,586,5616,Salcete,5616,626902,Macasana,626902,254433,Macasana,0,5938,Salcete,552.0,South Goa
362,30,Goa,30,552,South Goa,586,5616,Salcete,5616,626892,Majorda,626892,254434,Majorda,0,5938,Salcete,552.0,South Goa
363,30,Goa,30,552,South Goa,586,5616,Salcete,5616,626913,Mulem,626913,254468,Paroda,0,5938,Salcete,552.0,South Goa
364,30,Goa,30,552,South Goa,586,5616,Salcete,5616,626888,Nagoa,626888,254452,Nagoa,0,5938,Salcete,552.0,South Goa
365,30,Goa,30,552,South Goa,586,5616,Salcete,5616,626930,Navelim (Ct),626930,254455,Navelim,0,5938,Salcete,552.0,South Goa
366,30,Goa,30,552,South Goa,586,5616,Salcete,5616,626924,Nuvem (Ct),626924,254460,Nuvem,0,5938,Salcete,552.0,South Goa
367,30,Goa,30,552,South Goa,586,5616,Salcete,5616,626916,Orlim,626916,254461,Orlim,0,5938,Salcete,552.0,South Goa
368,30,Goa,30,552,South Goa,586,5616,Salcete,5616,626912,Paroda,626912,254468,Paroda,0,5938,Salcete,552.0,South Goa
369,30,Goa,30,552,South Goa,586,5616,Salcete,5616,626901,Rachol,626901,254480,Rachol,0,5938,Salcete,552.0,South Goa
370,30,Goa,30,552,South Goa,586,5616,Salcete,5616,626925,Raia (Ct),626925,254481,Raia,0,5938,Salcete,552.0,South Goa
371,30,Goa,30,552,South Goa,586,5616,Salcete,5616,626927,Sao Jose De Areal (Ct),626927,254510,St. Jose-De-Areal,0,5938,Salcete,552.0,South Goa
372,30,Goa,30,552,South Goa,586,5616,Salcete,5616,626914,Sarzora,626914,254495,Sarzora,0,5938,Salcete,552.0,South Goa
373,30,Goa,30,552,South Goa,586,5616,Salcete,5616,626899,Seraulim,626899,254497,Seraulim,0,5938,Salcete,552.0,South Goa
374,30,Goa,30,552,South Goa,586,5616,Salcete,5616,626905,Sernabatim,626905,254395,Colva,0,5938,Salcete,552.0,South Goa
375,30,Goa,30,552,South Goa,586,5616,Salcete,5616,626915,Sirlim,626915,254413,Dramapur- Sirlim,0,5938,Salcete,552.0,South Goa
376,30,Goa,30,552,South Goa,586,5616,Salcete,5616,626907,Talaulim,626907,254515,Telaulim,0,5938,Salcete,552.0,South Goa
377,30,Goa,30,552,South Goa,586,5616,Salcete,5616,924823,Talvorda,0,,,,5938,Salcete,552.0,South Goa
378,30,Goa,30,552,South Goa,586,5616,Salcete,5616,626893,Utorda,626893,254434,Majorda,0,5938,Salcete,552.0,South Goa
379,30,Goa,30,552,South Goa,586,5616,Salcete,5616,626898,Vanelim,626898,254395,Colva,0,5938,Salcete,552.0,South Goa
380,30,Goa,30,552,South Goa,586,5616,Salcete,5616,626932,Varca (Ct),626932,254523,Varca,0,5938,Salcete,552.0,South Goa
381,30,Goa,30,552,South Goa,586,5616,Salcete,5616,924824,Varoda,0,,,,5938,Salcete,552.0,South Goa
382,30,Goa,30,552,South Goa,586,5616,Salcete,5616,626921,Velim,626921,254526,Velim,0,5938,Salcete,552.0,South Goa
