State Code,State Name,District Code,District Name,SubDistrict Code,SubDistrict Name,Village Code,Village Name,Pincode
30,Goa,552,South Goa,5618,Sanguem,627010,Naiquinim,403704
30,Goa,552,South Goa,5618,Sanguem,627018,Neturlim,403704
30,Goa,552,South Goa,5618,Sanguem,627019,Nundem,403704
30,Goa,552,South Goa,5618,Sanguem,626991,Odxel,403704
30,Goa,552,South Goa,5618,Sanguem,626993,Patiem,403704
30,Goa,552,South Goa,5618,Sanguem,627011,Porteem,403704
30,Goa,552,South Goa,5618,Sanguem,627005,Potrem,403704
30,Goa,552,South Goa,5618,Sanguem,627014,Rivona,403705
30,Goa,552,South Goa,5618,Sanguem,626985,Rumbrem,403704
30,Goa,552,South Goa,5618,Sanguem,627002,Salauli,403704
30,Goa,552,South Goa,5618,Sanguem,945842,Sanguem,403704
30,Goa,552,South Goa,5618,Sanguem,626987,Santona,403706
30,Goa,552,South Goa,5618,Sanguem,627021,Sanvordem (Ct),403706
30,Goa,552,South Goa,5618,Sanguem,627017,Sigonem,403410
30,Goa,552,South Goa,5618,Sanguem,627004,Todou,403704
30,Goa,552,South Goa,5618,Sanguem,627003,Uguem,403704
30,Goa,552,South Goa,5618,Sanguem,627020,Verlem,403704
30,Goa,552,South Goa,5618,Sanguem,627016,Vichundrem,403704
30,Goa,552,South Goa,5618,Sanguem,627008,Viliena,403704
30,Goa,552,South Goa,5618,Sanguem,627001,Xelpem,403704
