S.No,State Code,State Name English,Parliament Constituency Code,Parliament Constituency Name,Assembly Constituency Code,Assembly Constituency Name,Entity Type,Entity Code,Entity Name,Coverage Type,State Name
493,30,,481,South Goa,3713,Sanvordem,Village,626972,Sancordem,Fully Covered,Goa
494,30,,481,South Goa,3713,Sanvordem,Village,626973,Aglote,Fully Covered,Goa
495,30,,481,South Goa,3713,Sanvordem,Village,626974,Surla,Fully Covered,Goa
496,30,,481,South Goa,3713,Sanvordem,Village,626975,Molem,Fully Covered,Goa
497,30,,481,South Goa,3713,Sanvordem,Village,626976,Caranzol,Fully Covered,Goa
498,30,,481,South Goa,3713,Sanvordem,Village,626977,Colem,Fully Covered,Goa
499,30,,481,South Goa,3713,Sanvordem,Village,626978,Sigao,Fully Covered,Goa
500,30,,481,South Goa,3713,Sanvordem,Village,626979,Sangod,Fully Covered,Goa
501,30,,481,South Goa,3713,Sanvordem,Village,626980,Cormonem,Fully Covered,Goa
502,30,,481,South Goa,3713,Sanvordem,Village,626981,Codli,Fully Covered,Goa
503,30,,481,South Goa,3713,Sanvordem,Village,626982,Camarconda,Fully Covered,Goa
504,30,,481,South Goa,3713,Sanvordem,Village,626983,Moissal,Fully Covered,Goa
505,30,,481,South Goa,3713,Sanvordem,Village,626984,Bandoli,Fully Covered,Goa
506,30,,481,South Goa,3713,Sanvordem,Village,626986,Antoriem,Fully Covered,Goa
507,30,,481,South Goa,3713,Sanvordem,Village,626989,Sonauli,Fully Covered,Goa
508,30,,481,South Goa,3713,Sanvordem,Village,626990,Boma,Fully Covered,Goa
509,30,,481,South Goa,3714,Siroda,District,552,South Goa,Partly Covered,Goa
510,30,,481,South Goa,3714,Siroda,SubDistrict,5614,Ponda,Partly Covered,Goa
511,30,,481,South Goa,3714,Siroda,Village,626859,Betora,Fully Covered,Goa
512,30,,481,South Goa,3714,Siroda,Village,626863,Shiroda,Fully Covered,Goa
513,30,,481,South Goa,3714,Siroda,Village,626872,Borim (Ct),Fully Covered,Goa
514,30,,481,South Goa,3715,Vasco-da-gama,District,552,South Goa,Partly Covered,Goa
515,30,,481,South Goa,3715,Vasco-da-gama,SubDistrict,5615,Mormugao,Partly Covered,Goa
516,30,,481,South Goa,3715,Vasco-da-gama,Village,945837,Mormugao Port,Fully Covered,Goa
517,30,,481,South Goa,3715,Vasco-da-gama,Village,945838,Vadem,Fully Covered,Goa
518,30,,481,South Goa,3715,Vasco-da-gama,Village,945839,Sambhaji,Fully Covered,Goa
519,30,,481,South Goa,3716,Velim,District,552,South Goa,Partly Covered,Goa
520,30,,481,South Goa,3716,Velim,SubDistrict,5616,Salcete,Partly Covered,Goa
521,30,,481,South Goa,3716,Velim,Village,626908,Dramapur,Fully Covered,Goa
522,30,,481,South Goa,3716,Velim,Village,626914,Sarzora,Fully Covered,Goa
523,30,,481,South Goa,3716,Velim,Village,626915,Sirlim,Fully Covered,Goa
524,30,,481,South Goa,3716,Velim,Village,626918,Deussua,Fully Covered,Goa
525,30,,481,South Goa,3716,Velim,Village,626919,Assolna,Fully Covered,Goa
526,30,,481,South Goa,3716,Velim,Village,626921,Velim,Fully Covered,Goa
527,30,,481,South Goa,3716,Velim,Village,626922,Ambelim,Fully Covered,Goa
528,30,,481,South Goa,3716,Velim,Village,626927,Sao Jose De Areal (Ct),Fully Covered,Goa
529,30,,481,South Goa,3716,Velim,Village,626933,Chinchinim (Ct),Fully Covered,Goa
