S.No.,Local Body Code,Local Body Name,Local Body Type,District Level Parent Name,Intermediate Level Parent Name,Ward Code,Ward Number,Ward Name (In English),Ward Name (In Local),State Code,State Name
"1,474",254522,Usgao-Ganjem,Village Panchayat,South Goa,,1383651,Ward No 1,Ward No 1,,30,Goa
"1,475",254522,Usgao-Ganjem,Village Panchayat,South Goa,,1383652,Ward No 2,Ward No 2,,30,Goa
"1,476",254522,Usgao-Ganjem,Village Panchayat,South Goa,,1383653,Ward No 3,Ward No 3,,30,Goa
"1,477",254522,Usgao-Ganjem,Village Panchayat,South Goa,,1383654,Ward No 4,Ward No 4,,30,Goa
"1,478",254522,Usgao-Ganjem,Village Panchayat,South Goa,,1383655,Ward No 5,Ward No 5,,30,Goa
"1,479",254522,Usgao-Ganjem,Village Panchayat,South Goa,,1383656,Ward No 6,Ward No 6,,30,Goa
"1,480",254522,Usgao-Ganjem,Village Panchayat,South Goa,,1383657,Ward No 7,Ward No 7,,30,Goa
"1,481",254522,Usgao-Ganjem,Village Panchayat,South Goa,,1383658,Ward No 8,Ward No 8,,30,Goa
"1,482",254522,Usgao-Ganjem,Village Panchayat,South Goa,,1383659,Ward No 9,Ward No 9,,30,Goa
"1,483",254522,Usgao-Ganjem,Village Panchayat,South Goa,,1383660,Ward No 10,Ward No 10,,30,Goa
"1,484",254522,Usgao-Ganjem,Village Panchayat,South Goa,,1383661,Ward No 11,Ward No 11,,30,Goa
"1,485",254512,Vadi Talaulim,Village Panchayat,South Goa,,1383795,Ward No 1,Ward No 1,,30,Goa
"1,486",254512,Vadi Talaulim,Village Panchayat,South Goa,,1383796,Ward No 2,Ward No 2,,30,Goa
"1,487",254512,Vadi Talaulim,Village Panchayat,South Goa,,1383797,Ward No 3,Ward No 3,,30,Goa
"1,488",254512,Vadi Talaulim,Village Panchayat,South Goa,,1383798,Ward No 4,Ward No 4,,30,Goa
"1,489",254512,Vadi Talaulim,Village Panchayat,South Goa,,1383799,Ward No 5,Ward No 5,,30,Goa
"1,490",254512,Vadi Talaulim,Village Panchayat,South Goa,,1383800,Ward No 6,Ward No 6,,30,Goa
"1,491",254512,Vadi Talaulim,Village Panchayat,South Goa,,1383801,Ward No 7,Ward No 7,,30,Goa
"1,492",254523,Varca,Village Panchayat,South Goa,,1382283,Ward No. 1,Ward No. 1,,30,Goa
"1,493",254523,Varca,Village Panchayat,South Goa,,1382284,Ward No. 2,Ward No. 2,,30,Goa
"1,494",254523,Varca,Village Panchayat,South Goa,,1382285,Ward No. 3,Ward No. 3,,30,Goa
"1,495",254523,Varca,Village Panchayat,South Goa,,1382286,Ward No. 4,Ward No. 4,,30,Goa
"1,496",254523,Varca,Village Panchayat,South Goa,,1382287,Ward No. 5,Ward No. 5,,30,Goa
"1,497",254523,Varca,Village Panchayat,South Goa,,1382288,Ward No. 6,Ward No. 6,,30,Goa
"1,498",254523,Varca,Village Panchayat,South Goa,,1382289,Ward No. 7,Ward No. 7,,30,Goa
"1,499",254523,Varca,Village Panchayat,South Goa,,2437319,Ward No. 8,Ward No. 8,,30,Goa
"1,500",254523,Varca,Village Panchayat,South Goa,,2437320,Ward No.9,Ward No.9,,30,Goa
"1,501",254526,Velim,Village Panchayat,South Goa,,1382606,Ward No. 1,Ward No. 1,,30,Goa
"1,502",254526,Velim,Village Panchayat,South Goa,,1382607,Ward No. 2,Ward No. 2,,30,Goa
"1,503",254526,Velim,Village Panchayat,South Goa,,1382608,Ward No. 3,Ward No. 3,,30,Goa
"1,504",254526,Velim,Village Panchayat,South Goa,,1382609,Ward No. 4,Ward No. 4,,30,Goa
"1,505",254526,Velim,Village Panchayat,South Goa,,1382610,Ward No. 5,Ward No. 5,,30,Goa
"1,506",254526,Velim,Village Panchayat,South Goa,,1382611,Ward No. 6,Ward No. 6,,30,Goa
"1,507",254526,Velim,Village Panchayat,South Goa,,1382612,Ward No. 7,Ward No. 7,,30,Goa
"1,508",254526,Velim,Village Panchayat,South Goa,,1382613,Ward No. 8,Ward No. 8,,30,Goa
"1,509",254526,Velim,Village Panchayat,South Goa,,1382614,Ward No. 9,Ward No. 9,,30,Goa
"1,510",254527,Veling-Priol,Village Panchayat,South Goa,,1383720,Ward No 1,Ward No 1,,30,Goa
"1,511",254527,Veling-Priol,Village Panchayat,South Goa,,1383721,Ward No 2,Ward No 2,,30,Goa
"1,512",254527,Veling-Priol,Village Panchayat,South Goa,,1383722,Ward No 3,Ward No 3,,30,Goa
"1,513",254527,Veling-Priol,Village Panchayat,South Goa,,1383723,Ward No 4,Ward No 4,,30,Goa
"1,514",254527,Veling-Priol,Village Panchayat,South Goa,,1383724,Ward No 5,Ward No 5,,30,Goa
"1,515",254527,Veling-Priol,Village Panchayat,South Goa,,1383725,Ward No 6,Ward No 6,,30,Goa
"1,516",254527,Veling-Priol,Village Panchayat,South Goa,,1383726,Ward No 7,Ward No 7,,30,Goa
"1,517",254527,Veling-Priol,Village Panchayat,South Goa,,1383727,Ward No 8,Ward No 8,,30,Goa
"1,518",254527,Veling-Priol,Village Panchayat,South Goa,,1383728,Ward No 9,Ward No 9,,30,Goa
"1,519",254527,Veling-Priol,Village Panchayat,South Goa,,1383729,Ward No 10,Ward No 10,,30,Goa
"1,520",254527,Veling-Priol,Village Panchayat,South Goa,,1383730,Ward No 11,Ward No 11,,30,Goa
"1,521",254528,Velsao-Pale,Village Panchayat,South Goa,,1381854,Ward no 1,Ward No 1,,30,Goa
"1,522",254528,Velsao-Pale,Village Panchayat,South Goa,,1381855,Ward no 2,Ward No 2,,30,Goa
"1,523",254528,Velsao-Pale,Village Panchayat,South Goa,,1381856,Ward no 3,Ward No 3,,30,Goa
"1,524",254528,Velsao-Pale,Village Panchayat,South Goa,,1381857,Ward no 4,Ward No 4,,30,Goa
"1,525",254528,Velsao-Pale,Village Panchayat,South Goa,,1381858,Ward no 5,Ward No 5,,30,Goa
"1,526",254528,Velsao-Pale,Village Panchayat,South Goa,,1381859,Ward no 6,Ward No 6,,30,Goa
"1,527",254528,Velsao-Pale,Village Panchayat,South Goa,,1381860,Ward no 7,Ward No 7,,30,Goa
"1,528",254530,Verem-Vaghurme,Village Panchayat,South Goa,,1383746,Ward No 1,Ward No 1,,30,Goa
"1,529",254530,Verem-Vaghurme,Village Panchayat,South Goa,,1383747,Ward No 2,Ward No 2,,30,Goa
"1,530",254530,Verem-Vaghurme,Village Panchayat,South Goa,,1383748,Ward No 3,Ward No 3,,30,Goa
"1,531",254530,Verem-Vaghurme,Village Panchayat,South Goa,,1383749,Ward No 4,Ward No 4,,30,Goa
"1,532",254530,Verem-Vaghurme,Village Panchayat,South Goa,,1383750,Ward No 5,Ward No 5,,30,Goa
"1,533",254530,Verem-Vaghurme,Village Panchayat,South Goa,,1383751,Ward No 6,Ward No 6,,30,Goa
"1,534",254530,Verem-Vaghurme,Village Panchayat,South Goa,,1383752,Ward No 7,Ward No 7,,30,Goa
"1,535",254532,Verna,Village Panchayat,South Goa,,1381877,Ward no 1,Ward No 1,,30,Goa
"1,536",254532,Verna,Village Panchayat,South Goa,,1381878,Ward no 2,Ward No 2,,30,Goa
"1,537",254532,Verna,Village Panchayat,South Goa,,1381879,Ward no 3,Ward No 3,,30,Goa
"1,538",254532,Verna,Village Panchayat,South Goa,,1381880,Ward no 4,Ward No 4,,30,Goa
"1,539",254532,Verna,Village Panchayat,South Goa,,1381881,Ward no 5,Ward No 5,,30,Goa
"1,540",254532,Verna,Village Panchayat,South Goa,,1381882,Ward no 6,Ward No 6,,30,Goa
"1,541",254532,Verna,Village Panchayat,South Goa,,1381883,Ward no 7,Ward No 7,,30,Goa
"1,542",254532,Verna,Village Panchayat,South Goa,,1381884,Ward no 8,Ward No 8,,30,Goa
"1,543",254532,Verna,Village Panchayat,South Goa,,1381885,Ward no 9,Ward No 9,,30,Goa
"1,544",254534,Volvoi,Village Panchayat,South Goa,,1383766,Ward No 1,Ward No 1,,30,Goa
"1,545",254534,Volvoi,Village Panchayat,South Goa,,1383767,Ward No 2,Ward No 2,,30,Goa
"1,546",254534,Volvoi,Village Panchayat,South Goa,,1383768,Ward No 3,Ward No 3,,30,Goa
"1,547",254534,Volvoi,Village Panchayat,South Goa,,1383769,Ward No 4,Ward No 4,,30,Goa
"1,548",254534,Volvoi,Village Panchayat,South Goa,,1383770,Ward No 5,Ward No 5,,30,Goa
"1,549",254535,Xeldem,Village Panchayat,South Goa,,1384219,Ward No. 1,Ward No. 1,,30,Goa
"1,550",254535,Xeldem,Village Panchayat,South Goa,,1384220,Ward No. 2,Ward No. 2,,30,Goa
"1,551",254535,Xeldem,Village Panchayat,South Goa,,1384221,Ward No. 3,Ward No. 3,,30,Goa
"1,552",254535,Xeldem,Village Panchayat,South Goa,,1384222,Ward No. 4,Ward No. 4,,30,Goa
"1,553",254535,Xeldem,Village Panchayat,South Goa,,1384223,Ward No. 5,Ward No. 5,,30,Goa
"1,554",254535,Xeldem,Village Panchayat,South Goa,,1384224,Ward No. 6,Ward No. 6,,30,Goa
"1,555",254535,Xeldem,Village Panchayat,South Goa,,1384225,Ward No. 7,Ward No. 7,,30,Goa
"1,556",254535,Xeldem,Village Panchayat,South Goa,,1384226,Ward No. 8,Ward No. 8,,30,Goa
"1,557",254535,Xeldem,Village Panchayat,South Goa,,1384227,Ward No. 9,Ward No. 9,,30,Goa
"1,558",254535,Xeldem,Village Panchayat,South Goa,,3044203,Ward No 10,Ward No 10,,30,Goa
"1,559",254535,Xeldem,Village Panchayat,South Goa,,3044204,Ward No 11,Ward No 11,,30,Goa
