District Code,District Name (in English),District Census Code 2011,District Census Code 2001,Sub District Code,Sub District Name (in English),Sub District Census Code 2011,Sub District Census Code 2001,Village Code,Village Name (in English),Village Census Code 2011,Village Census Code 2001,Local Body Code,Local Body Name (in English),State Code,State Name
551,North Goa,585.0,1.0,5613,Satari,5613.0,5.0,626769,Siroli,626769,11200.0,254479,Querim,30,Goa
551,North Goa,585.0,1.0,5613,Satari,5613.0,5.0,626835,Sirsodem,626835,17900.0,254401,Cotodem,30,Goa
551,North Goa,585.0,1.0,5613,Satari,5613.0,5.0,626817,Sonal,626817,16100.0,254492,Sanvordem,30,Goa
551,North Goa,585.0,1.0,5613,Satari,5613.0,5.0,626810,Sonus-Vonvoliem,626810,15400.0,254421,Honda,30,Goa
551,North Goa,585.0,1.0,5613,Satari,5613.0,5.0,626777,Surla,626777,12000.0,254412,Dongurli-Thane,30,Goa
551,North Goa,585.0,1.0,5613,Satari,5613.0,5.0,626800,Ustem,626800,14400.0,254451,Nagargao,30,Goa
551,North Goa,585.0,1.0,5613,Satari,5613.0,5.0,626811,Vaguriem,626811,15500.0,254474,Pissurlem,30,Goa
551,North Goa,585.0,1.0,5613,Satari,5613.0,5.0,626798,Vainguinim,626798,14200.0,254451,Nagargao,30,Goa
551,North Goa,585.0,1.0,5613,Satari,5613.0,5.0,945833,Valpoi,0,,,,30,Goa
551,North Goa,585.0,1.0,5613,Satari,5613.0,5.0,626827,Vantem,626827,17100.0,254375,Birondem,30,Goa
551,North Goa,585.0,1.0,5613,Satari,5613.0,5.0,626822,Velguem,626822,16600.0,254401,Cotodem,30,Goa
551,North Goa,585.0,1.0,5613,Satari,5613.0,5.0,924825,Velus,0,,,,30,Goa
551,North Goa,585.0,1.0,5613,Satari,5613.0,5.0,626794,Xelopo-Buzruco,626794,13800.0,254451,Nagargao,30,Goa
551,North Goa,585.0,1.0,5613,Satari,5613.0,5.0,626833,Xelopo-Curdo,626833,17700.0,254401,Cotodem,30,Goa
551,North Goa,585.0,1.0,5613,Satari,5613.0,5.0,626799,Zarani,626799,14300.0,254451,Nagargao,30,Goa
551,North Goa,585.0,1.0,5613,Satari,5613.0,5.0,626788,Zormen,626788,13200.0,254438,Mauxi,30,Goa
551,North Goa,585.0,1.0,5611,Tiswadi,5611.0,3.0,626705,Ambarim,626705,6000.0,254392,Chodan-Madel,30,Goa
551,North Goa,585.0,1.0,5611,Tiswadi,5611.0,3.0,626719,Azossim,626719,7700.0,254363,Azossim-Mandur,30,Goa
551,North Goa,585.0,1.0,5611,Tiswadi,5611.0,3.0,626715,Bainguinim,626715,7300.0,254496,Se-Old-Goa,30,Goa
551,North Goa,585.0,1.0,5611,Tiswadi,5611.0,3.0,626733,Bambolim (Ct),626733,40122000.0,254405,"Curca, Bambolim, Talaulim",30,Goa
551,North Goa,585.0,1.0,5611,Tiswadi,5611.0,3.0,626722,Batim,626722,8000.0,254368,Batim,30,Goa
551,North Goa,585.0,1.0,5611,Tiswadi,5611.0,3.0,626732,Calapor (Ct),626732,40121000.0,254508,St. Cruz,30,Goa
551,North Goa,585.0,1.0,5611,Tiswadi,5611.0,3.0,626708,Capao,626708,6300.0,254494,Sao Matias,30,Goa
551,North Goa,585.0,1.0,5611,Tiswadi,5611.0,3.0,626707,Caraim,626707,6200.0,254392,Chodan-Madel,30,Goa
551,North Goa,585.0,1.0,5611,Tiswadi,5611.0,3.0,626718,Carambolim,626718,7600.0,254381,Carambolim,30,Goa
551,North Goa,585.0,1.0,5611,Tiswadi,5611.0,3.0,626730,Chimbel (Ct),626730,40119000.0,254390,Chimbel,30,Goa
551,North Goa,585.0,1.0,5611,Tiswadi,5611.0,3.0,626706,Chorao,626706,6100.0,254392,Chodan-Madel,30,Goa
551,North Goa,585.0,1.0,5611,Tiswadi,5611.0,3.0,626729,Corlim (Ct),626729,7100.0,254398,Corlim,30,Goa
551,North Goa,585.0,1.0,5611,Tiswadi,5611.0,3.0,626740,Cujira (Og),626740,40120000.0,254508,St. Cruz,30,Goa
551,North Goa,585.0,1.0,5611,Tiswadi,5611.0,3.0,626728,Cumbarjua (Ct),626728,6900.0,254404,Cumbharjua,30,Goa
551,North Goa,585.0,1.0,5611,Tiswadi,5611.0,3.0,626723,Curca,626723,8100.0,254405,"Curca, Bambolim, Talaulim",30,Goa
551,North Goa,585.0,1.0,5611,Tiswadi,5611.0,3.0,645599,Durgavado,645599,,254513,Taleigao,30,Goa
