S.No.,Parliament Constituency code,Parliament Constituency ECI Code,Parliament Constituency Name,Assembly Constituency Code,Assembly Constituency ECI Code,Assembly Constituency Name,District Code,District Name,SubDistrict Code,SubDistrict Name,Ward Code,Ward Name,Urban Localbody Code,Urban Localbody Name,Localbody Type,State Code
176,480,1,North Goa,3685,2,Pernem,551,North Goa,5609,Pernem,37751,Pernem (M Cl) - Ward No.2,252057,Pernem,Municipality,30
177,480,1,North Goa,3685,2,Pernem,551,North Goa,,,37750,Pernem (M Cl) - Ward No.1,252057,Pernem,Municipality,30
178,480,1,North Goa,3685,2,Pernem,551,North Goa,5609,Pernem,37755,Pernem (M Cl) - Ward No.6,252057,Pernem,Municipality,30
179,480,1,North Goa,3690,17,Sanquelim,551,North Goa,5612,Bicholim,1459,Sanquelim (M Cl) - Ward No.3,252077,Sankhali,Municipality,30
180,480,1,North Goa,3690,17,Sanquelim,551,North Goa,,,1459,Sanquelim (M Cl) - Ward No.3,252077,Sankhali,Municipality,30
181,480,1,North Goa,3690,17,Sanquelim,551,North Goa,,,1466,Sanquelim (M Cl) - Ward No.10,252077,Sankhali,Municipality,30
182,480,1,North Goa,3690,17,Sanquelim,551,North Goa,,,1460,Sanquelim (M Cl) - Ward No.4,252077,Sankhali,Municipality,30
183,480,1,North Goa,3690,17,Sanquelim,551,North Goa,5612,Bicholim,1466,Sanquelim (M Cl) - Ward No.10,252077,Sankhali,Municipality,30
184,480,1,North Goa,3690,17,Sanquelim,551,North Goa,,,1465,Sanquelim (M Cl) - Ward No.9,252077,Sankhali,Municipality,30
185,480,1,North Goa,3690,17,Sanquelim,551,North Goa,5612,Bicholim,1458,Sanquelim (M Cl) - Ward No.2,252077,Sankhali,Municipality,30
186,480,1,North Goa,3690,17,Sanquelim,551,North Goa,5612,Bicholim,1307306,Sanquelim (M Ci) - Ward No. 12,252077,Sankhali,Municipality,30
187,480,1,North Goa,3690,17,Sanquelim,551,North Goa,,,1462,Sanquelim (M Cl) - Ward No.6,252077,Sankhali,Municipality,30
188,480,1,North Goa,3690,17,Sanquelim,551,North Goa,5612,Bicholim,1307307,Sanquelim (M Ci) - Ward No. 13,252077,Sankhali,Municipality,30
189,480,1,North Goa,3690,17,Sanquelim,551,North Goa,,,1458,Sanquelim (M Cl) - Ward No.2,252077,Sankhali,Municipality,30
190,480,1,North Goa,3690,17,Sanquelim,551,North Goa,5612,Bicholim,1464,Sanquelim (M Cl) - Ward No.8,252077,Sankhali,Municipality,30
191,480,1,North Goa,3690,17,Sanquelim,551,North Goa,5612,Bicholim,1463,Sanquelim (M Cl) - Ward No.7,252077,Sankhali,Municipality,30
192,480,1,North Goa,3690,17,Sanquelim,551,North Goa,,,1461,Sanquelim (M Cl) - Ward No.5,252077,Sankhali,Municipality,30
193,480,1,North Goa,3690,17,Sanquelim,551,North Goa,5612,Bicholim,1460,Sanquelim (M Cl) - Ward No.4,252077,Sankhali,Municipality,30
194,480,1,North Goa,3690,17,Sanquelim,551,North Goa,5612,Bicholim,1461,Sanquelim (M Cl) - Ward No.5,252077,Sankhali,Municipality,30
195,480,1,North Goa,3690,17,Sanquelim,551,North Goa,5612,Bicholim,1465,Sanquelim (M Cl) - Ward No.9,252077,Sankhali,Municipality,30
196,480,1,North Goa,3690,17,Sanquelim,551,North Goa,,,1307307,Sanquelim (M Ci) - Ward No. 13,252077,Sankhali,Municipality,30
197,480,1,North Goa,3690,17,Sanquelim,551,North Goa,,,1463,Sanquelim (M Cl) - Ward No.7,252077,Sankhali,Municipality,30
198,480,1,North Goa,3690,17,Sanquelim,551,North Goa,,,1464,Sanquelim (M Cl) - Ward No.8,252077,Sankhali,Municipality,30
199,480,1,North Goa,3690,17,Sanquelim,551,North Goa,5612,Bicholim,932935,Sanquelim (M Cl) - Ward No.11,252077,Sankhali,Municipality,30
200,480,1,North Goa,3690,17,Sanquelim,551,North Goa,5612,Bicholim,1457,Sanquelim (M Cl) - Ward No.1,252077,Sankhali,Municipality,30
201,480,1,North Goa,3690,17,Sanquelim,551,North Goa,5612,Bicholim,1462,Sanquelim (M Cl) - Ward No.6,252077,Sankhali,Municipality,30
202,480,1,North Goa,3690,17,Sanquelim,551,North Goa,,,932935,Sanquelim (M Cl) - Ward No.11,252077,Sankhali,Municipality,30
203,480,1,North Goa,3690,17,Sanquelim,551,North Goa,,,1307306,Sanquelim (M Ci) - Ward No. 12,252077,Sankhali,Municipality,30
204,480,1,North Goa,3690,17,Sanquelim,551,North Goa,,,1457,Sanquelim (M Cl) - Ward No.1,252077,Sankhali,Municipality,30
205,480,1,North Goa,3696,19,Valpoi,551,North Goa,5613,Satari,74925,Valpoi (M Cl) - Ward No.4,252079,Valpoi,Municipality,30
206,480,1,North Goa,3696,19,Valpoi,551,North Goa,,,74924,Valpoi (M Cl) - Ward No.3,252079,Valpoi,Municipality,30
207,480,1,North Goa,3696,19,Valpoi,551,North Goa,,,74928,Valpoi (M Cl) - Ward No.7,252079,Valpoi,Municipality,30
208,480,1,North Goa,3696,19,Valpoi,551,North Goa,5613,Satari,68178,Valpoi (M Cl) - Ward No.8,252079,Valpoi,Municipality,30
209,480,1,North Goa,3696,19,Valpoi,551,North Goa,5613,Satari,74922,Valpoi (M Cl) - Ward No.1,252079,Valpoi,Municipality,30
210,480,1,North Goa,3696,19,Valpoi,551,North Goa,5613,Satari,74928,Valpoi (M Cl) - Ward No.7,252079,Valpoi,Municipality,30
211,480,1,North Goa,3696,19,Valpoi,551,North Goa,5613,Satari,74926,Valpoi (M Cl) - Ward No.5,252079,Valpoi,Municipality,30
212,480,1,North Goa,3696,19,Valpoi,551,North Goa,,,68179,Valpoi (M Cl) - Ward No.9,252079,Valpoi,Municipality,30
213,480,1,North Goa,3696,19,Valpoi,551,North Goa,5613,Satari,74923,Valpoi (M Cl) - Ward No.2,252079,Valpoi,Municipality,30
214,480,1,North Goa,3696,19,Valpoi,551,North Goa,,,74923,Valpoi (M Cl) - Ward No.2,252079,Valpoi,Municipality,30
215,480,1,North Goa,3696,19,Valpoi,551,North Goa,,,68180,Valpoi (M Cl) - Ward No.10,252079,Valpoi,Municipality,30
216,480,1,North Goa,3696,19,Valpoi,551,North Goa,,,74926,Valpoi (M Cl) - Ward No.5,252079,Valpoi,Municipality,30
217,480,1,North Goa,3696,19,Valpoi,551,North Goa,,,68178,Valpoi (M Cl) - Ward No.8,252079,Valpoi,Municipality,30
218,480,1,North Goa,3696,19,Valpoi,551,North Goa,,,74927,Valpoi (M Cl) - Ward No.6,252079,Valpoi,Municipality,30
219,480,1,North Goa,3696,19,Valpoi,551,North Goa,5613,Satari,74924,Valpoi (M Cl) - Ward No.3,252079,Valpoi,Municipality,30
220,480,1,North Goa,3696,19,Valpoi,551,North Goa,,,74922,Valpoi (M Cl) - Ward No.1,252079,Valpoi,Municipality,30
221,480,1,North Goa,3696,19,Valpoi,551,North Goa,5613,Satari,74927,Valpoi (M Cl) - Ward No.6,252079,Valpoi,Municipality,30
222,480,1,North Goa,3696,19,Valpoi,551,North Goa,5613,Satari,68179,Valpoi (M Cl) - Ward No.9,252079,Valpoi,Municipality,30
223,480,1,North Goa,3696,19,Valpoi,551,North Goa,,,74925,Valpoi (M Cl) - Ward No.4,252079,Valpoi,Municipality,30
224,480,1,North Goa,3696,19,Valpoi,551,North Goa,5613,Satari,68180,Valpoi (M Cl) - Ward No.10,252079,Valpoi,Municipality,30
225,481,2,South Goa,3698,40,Canacona,552,South Goa,5619,Canacona,1631,Canacona (M Cl) - Ward No.6,252100,Canacona,Municipality,30
226,481,2,South Goa,3698,40,Canacona,552,South Goa,5619,Canacona,1633,Canacona (M Cl) - Ward No.8,252100,Canacona,Municipality,30
227,481,2,South Goa,3698,40,Canacona,552,South Goa,,,1633,Canacona (M Cl) - Ward No.8,252100,Canacona,Municipality,30
228,481,2,South Goa,3698,40,Canacona,552,South Goa,5619,Canacona,1626,Canacona (M Cl) - Ward No.1,252100,Canacona,Municipality,30
229,481,2,South Goa,3698,40,Canacona,552,South Goa,5619,Canacona,1629,Canacona (M Cl) - Ward No.4,252100,Canacona,Municipality,30
230,481,2,South Goa,3698,40,Canacona,552,South Goa,,,1629,Canacona (M Cl) - Ward No.4,252100,Canacona,Municipality,30
231,481,2,South Goa,3698,40,Canacona,552,South Goa,5619,Canacona,1632,Canacona (M Cl) - Ward No.7,252100,Canacona,Municipality,30
232,481,2,South Goa,3698,40,Canacona,552,South Goa,,,1631,Canacona (M Cl) - Ward No.6,252100,Canacona,Municipality,30
233,481,2,South Goa,3698,40,Canacona,552,South Goa,5619,Canacona,1634,Canacona (M Cl) - Ward No.9,252100,Canacona,Municipality,30
234,481,2,South Goa,3698,40,Canacona,552,South Goa,,,3055175,Canacona (M CI) - Ward No. 11,252100,Canacona,Municipality,30
235,481,2,South Goa,3698,40,Canacona,552,South Goa,,,1635,Canacona (M Cl) - Ward No.10,252100,Canacona,Municipality,30
236,481,2,South Goa,3698,40,Canacona,552,South Goa,5619,Canacona,1630,Canacona (M Cl) - Ward No.5,252100,Canacona,Municipality,30
237,481,2,South Goa,3698,40,Canacona,552,South Goa,5619,Canacona,3055176,Canacona (M CI) - Ward No. 12,252100,Canacona,Municipality,30
238,481,2,South Goa,3698,40,Canacona,552,South Goa,5619,Canacona,1635,Canacona (M Cl) - Ward No.10,252100,Canacona,Municipality,30
239,481,2,South Goa,3698,40,Canacona,552,South Goa,,,1632,Canacona (M Cl) - Ward No.7,252100,Canacona,Municipality,30
240,481,2,South Goa,3698,40,Canacona,552,South Goa,,,1627,Canacona (M Cl) - Ward No.2,252100,Canacona,Municipality,30
241,481,2,South Goa,3698,40,Canacona,552,South Goa,,,1626,Canacona (M Cl) - Ward No.1,252100,Canacona,Municipality,30
242,481,2,South Goa,3698,40,Canacona,552,South Goa,,,1628,Canacona (M Cl) - Ward No.3,252100,Canacona,Municipality,30
243,481,2,South Goa,3698,40,Canacona,552,South Goa,,,1630,Canacona (M Cl) - Ward No.5,252100,Canacona,Municipality,30
244,481,2,South Goa,3698,40,Canacona,552,South Goa,5619,Canacona,1628,Canacona (M Cl) - Ward No.3,252100,Canacona,Municipality,30
245,481,2,South Goa,3698,40,Canacona,552,South Goa,,,3055176,Canacona (M CI) - Ward No. 12,252100,Canacona,Municipality,30
246,481,2,South Goa,3698,40,Canacona,552,South Goa,5619,Canacona,3055175,Canacona (M CI) - Ward No. 11,252100,Canacona,Municipality,30
247,481,2,South Goa,3698,40,Canacona,552,South Goa,5619,Canacona,1627,Canacona (M Cl) - Ward No.2,252100,Canacona,Municipality,30
248,481,2,South Goa,3698,40,Canacona,552,South Goa,,,1634,Canacona (M Cl) - Ward No.9,252100,Canacona,Municipality,30
249,481,2,South Goa,3700,34,Cuncolim,552,South Goa,,,1620,Cuncolim (M Cl) - Ward No.7,252095,Cuncolim,Municipality,30
250,481,2,South Goa,3700,34,Cuncolim,552,South Goa,5616,Salcete,1307283,Cuncolim (M Ci)- Ward No. 11,252095,Cuncolim,Municipality,30
251,481,2,South Goa,3700,34,Cuncolim,552,South Goa,,,1622,Cuncolim (M Cl) - Ward No.9,252095,Cuncolim,Municipality,30
252,481,2,South Goa,3700,34,Cuncolim,552,South Goa,5616,Salcete,3055177,Cuncolim (M CI) - Ward No. 13,252095,Cuncolim,Municipality,30
253,481,2,South Goa,3700,34,Cuncolim,552,South Goa,,,1616,Cuncolim (M Cl) - Ward No.3,252095,Cuncolim,Municipality,30
254,481,2,South Goa,3700,34,Cuncolim,552,South Goa,,,3055177,Cuncolim (M CI) - Ward No. 13,252095,Cuncolim,Municipality,30
255,481,2,South Goa,3700,34,Cuncolim,552,South Goa,5616,Salcete,1622,Cuncolim (M Cl) - Ward No.9,252095,Cuncolim,Municipality,30
256,481,2,South Goa,3700,34,Cuncolim,552,South Goa,5616,Salcete,1621,Cuncolim (M Cl) - Ward No.8,252095,Cuncolim,Municipality,30
257,481,2,South Goa,3700,34,Cuncolim,552,South Goa,,,1621,Cuncolim (M Cl) - Ward No.8,252095,Cuncolim,Municipality,30
258,481,2,South Goa,3700,34,Cuncolim,552,South Goa,,,1617,Cuncolim (M Cl) - Ward No.4,252095,Cuncolim,Municipality,30
259,481,2,South Goa,3700,34,Cuncolim,552,South Goa,5616,Salcete,1616,Cuncolim (M Cl) - Ward No.3,252095,Cuncolim,Municipality,30
260,481,2,South Goa,3700,34,Cuncolim,552,South Goa,,,1307283,Cuncolim (M Ci)- Ward No. 11,252095,Cuncolim,Municipality,30
261,481,2,South Goa,3700,34,Cuncolim,552,South Goa,,,3055178,Cuncolim (M CI) - Ward No. 14,252095,Cuncolim,Municipality,30
262,481,2,South Goa,3700,34,Cuncolim,552,South Goa,5616,Salcete,1623,Cuncolim (M Cl) - Ward No.10,252095,Cuncolim,Municipality,30
263,481,2,South Goa,3700,34,Cuncolim,552,South Goa,,,1614,Cuncolim (M Cl) - Ward No.1,252095,Cuncolim,Municipality,30
264,481,2,South Goa,3700,34,Cuncolim,552,South Goa,5616,Salcete,1614,Cuncolim (M Cl) - Ward No.1,252095,Cuncolim,Municipality,30
265,481,2,South Goa,3700,34,Cuncolim,552,South Goa,5616,Salcete,1307284,Cuncolim (M Ci)- Ward No. 12,252095,Cuncolim,Municipality,30
266,481,2,South Goa,3700,34,Cuncolim,552,South Goa,,,1619,Cuncolim (M Cl) - Ward No.6,252095,Cuncolim,Municipality,30
267,481,2,South Goa,3700,34,Cuncolim,552,South Goa,5616,Salcete,1615,Cuncolim (M Cl) - Ward No.2,252095,Cuncolim,Municipality,30
268,481,2,South Goa,3700,34,Cuncolim,552,South Goa,,,1618,Cuncolim (M Cl) - Ward No.5,252095,Cuncolim,Municipality,30
269,481,2,South Goa,3700,34,Cuncolim,552,South Goa,,,1307284,Cuncolim (M Ci)- Ward No. 12,252095,Cuncolim,Municipality,30
270,481,2,South Goa,3700,34,Cuncolim,552,South Goa,,,1623,Cuncolim (M Cl) - Ward No.10,252095,Cuncolim,Municipality,30
271,481,2,South Goa,3700,34,Cuncolim,552,South Goa,5616,Salcete,1619,Cuncolim (M Cl) - Ward No.6,252095,Cuncolim,Municipality,30
272,481,2,South Goa,3700,34,Cuncolim,552,South Goa,5616,Salcete,1620,Cuncolim (M Cl) - Ward No.7,252095,Cuncolim,Municipality,30
273,481,2,South Goa,3700,34,Cuncolim,552,South Goa,5616,Salcete,3055178,Cuncolim (M CI) - Ward No. 14,252095,Cuncolim,Municipality,30
274,481,2,South Goa,3700,34,Cuncolim,552,South Goa,5616,Salcete,1617,Cuncolim (M Cl) - Ward No.4,252095,Cuncolim,Municipality,30
275,481,2,South Goa,3700,34,Cuncolim,552,South Goa,5616,Salcete,1618,Cuncolim (M Cl) - Ward No.5,252095,Cuncolim,Municipality,30
276,481,2,South Goa,3700,34,Cuncolim,552,South Goa,,,1615,Cuncolim (M Cl) - Ward No.2,252095,Cuncolim,Municipality,30
277,481,2,South Goa,3701,37,Curchorem,552,South Goa,5617,Quepem,37374,Curchorem Cacora (M Cl) - Ward No.4,252096,Curchorem Cacora,Municipality,30
278,481,2,South Goa,3701,37,Curchorem,552,South Goa,5617,Quepem,37375,Curchorem Cacora (M Cl) - Ward No.5,252096,Curchorem Cacora,Municipality,30
279,481,2,South Goa,3701,37,Curchorem,552,South Goa,,,37378,Curchorem Cacora (M Cl) - Ward No.8,252096,Curchorem Cacora,Municipality,30
280,481,2,South Goa,3701,37,Curchorem,552,South Goa,5617,Quepem,37380,Curchorem Cacora (M Cl) - Ward No.10,252096,Curchorem Cacora,Municipality,30
281,481,2,South Goa,3701,37,Curchorem,552,South Goa,,,1307286,Curchorem Cacora (M Ci) - Ward No. 14,252096,Curchorem Cacora,Municipality,30
282,481,2,South Goa,3701,37,Curchorem,552,South Goa,5617,Quepem,37378,Curchorem Cacora (M Cl) - Ward No.8,252096,Curchorem Cacora,Municipality,30
283,481,2,South Goa,3701,37,Curchorem,552,South Goa,5617,Quepem,3055179,Curchorem Cacora (M CI) - Ward No. 15,252096,Curchorem Cacora,Municipality,30
284,481,2,South Goa,3701,37,Curchorem,552,South Goa,5617,Quepem,37376,Curchorem Cacora (M Cl) - Ward No.6,252096,Curchorem Cacora,Municipality,30
285,481,2,South Goa,3701,37,Curchorem,552,South Goa,,,37380,Curchorem Cacora (M Cl) - Ward No.10,252096,Curchorem Cacora,Municipality,30
286,481,2,South Goa,3701,37,Curchorem,552,South Goa,,,37372,Curchorem Cacora (M Cl) - Ward No.2,252096,Curchorem Cacora,Municipality,30
287,481,2,South Goa,3701,37,Curchorem,552,South Goa,5617,Quepem,1307285,Curchorem Cacora (M Ci) - Ward No. 13,252096,Curchorem Cacora,Municipality,30
288,481,2,South Goa,3701,37,Curchorem,552,South Goa,5617,Quepem,37377,Curchorem Cacora (M Cl) - Ward No.7,252096,Curchorem Cacora,Municipality,30
289,481,2,South Goa,3701,37,Curchorem,552,South Goa,,,37374,Curchorem Cacora (M Cl) - Ward No.4,252096,Curchorem Cacora,Municipality,30
290,481,2,South Goa,3701,37,Curchorem,552,South Goa,,,37375,Curchorem Cacora (M Cl) - Ward No.5,252096,Curchorem Cacora,Municipality,30
291,481,2,South Goa,3701,37,Curchorem,552,South Goa,5617,Quepem,37379,Curchorem Cacora (M Cl) - Ward No.9,252096,Curchorem Cacora,Municipality,30
292,481,2,South Goa,3701,37,Curchorem,552,South Goa,,,3055179,Curchorem Cacora (M CI) - Ward No. 15,252096,Curchorem Cacora,Municipality,30
293,481,2,South Goa,3701,37,Curchorem,552,South Goa,5617,Quepem,37373,Curchorem Cacora (M Cl) - Ward No.3,252096,Curchorem Cacora,Municipality,30
294,481,2,South Goa,3701,37,Curchorem,552,South Goa,,,37379,Curchorem Cacora (M Cl) - Ward No.9,252096,Curchorem Cacora,Municipality,30
295,481,2,South Goa,3701,37,Curchorem,552,South Goa,5617,Quepem,37372,Curchorem Cacora (M Cl) - Ward No.2,252096,Curchorem Cacora,Municipality,30
296,481,2,South Goa,3701,37,Curchorem,552,South Goa,,,924821,Curchorem Cacora (Mci) - Ward No.12,252096,Curchorem Cacora,Municipality,30
297,481,2,South Goa,3701,37,Curchorem,552,South Goa,,,924820,Curchorem Cacora (Mci) - Ward No.11,252096,Curchorem Cacora,Municipality,30
298,481,2,South Goa,3701,37,Curchorem,552,South Goa,,,37268,Curchorem Cacora (M Cl) - Ward No.1,252096,Curchorem Cacora,Municipality,30
299,481,2,South Goa,3701,37,Curchorem,552,South Goa,,,37376,Curchorem Cacora (M Cl) - Ward No.6,252096,Curchorem Cacora,Municipality,30
300,481,2,South Goa,3701,37,Curchorem,552,South Goa,,,1307285,Curchorem Cacora (M Ci) - Ward No. 13,252096,Curchorem Cacora,Municipality,30
301,481,2,South Goa,3701,37,Curchorem,552,South Goa,5617,Quepem,924821,Curchorem Cacora (Mci) - Ward No.12,252096,Curchorem Cacora,Municipality,30
302,481,2,South Goa,3701,37,Curchorem,552,South Goa,5617,Quepem,924820,Curchorem Cacora (Mci) - Ward No.11,252096,Curchorem Cacora,Municipality,30
303,481,2,South Goa,3701,37,Curchorem,552,South Goa,,,37373,Curchorem Cacora (M Cl) - Ward No.3,252096,Curchorem Cacora,Municipality,30
304,481,2,South Goa,3701,37,Curchorem,552,South Goa,,,37377,Curchorem Cacora (M Cl) - Ward No.7,252096,Curchorem Cacora,Municipality,30
305,481,2,South Goa,3701,37,Curchorem,552,South Goa,5617,Quepem,37268,Curchorem Cacora (M Cl) - Ward No.1,252096,Curchorem Cacora,Municipality,30
306,481,2,South Goa,3701,37,Curchorem,552,South Goa,5617,Quepem,1307286,Curchorem Cacora (M Ci) - Ward No. 14,252096,Curchorem Cacora,Municipality,30
307,481,2,South Goa,3706,31,Margao,552,South Goa,5616,Salcete,1307294,Margao ( Mci) - Ward No. 21,252087,Margao,Municipality,30
308,481,2,South Goa,3706,31,Margao,552,South Goa,5616,Salcete,1307295,Margao (Mci) - Ward No. 22,252087,Margao,Municipality,30
309,481,2,South Goa,3706,31,Margao,552,South Goa,5616,Salcete,1307297,Margao (Mci) - Ward No. 24,252087,Margao,Municipality,30
310,481,2,South Goa,3706,31,Margao,552,South Goa,5616,Salcete,1495,Margao (M Cl) - Ward No.7,252087,Margao,Municipality,30
311,481,2,South Goa,3706,31,Margao,552,South Goa,5616,Salcete,1491,Margao (M Cl) - Ward No.3,252087,Margao,Municipality,30
312,481,2,South Goa,3706,31,Margao,552,South Goa,5616,Salcete,1608,Margao (M Cl) - Ward No.15,252087,Margao,Municipality,30
313,481,2,South Goa,3706,31,Margao,552,South Goa,,,6360,Margao (Mci) - Ward No.17,252087,Margao,Municipality,30
314,481,2,South Goa,3706,31,Margao,552,South Goa,,,7001,Margao (Mci) - Ward No.20,252087,Margao,Municipality,30
315,481,2,South Goa,3706,31,Margao,552,South Goa,5616,Salcete,1489,Margao (M Cl) - Ward No.1,252087,Margao,Municipality,30
316,481,2,South Goa,3706,31,Margao,552,South Goa,,,1607,Margao (M Cl) - Ward No.14,252087,Margao,Municipality,30
317,481,2,South Goa,3706,31,Margao,552,South Goa,5616,Salcete,6360,Margao (Mci) - Ward No.17,252087,Margao,Municipality,30
318,481,2,South Goa,3706,31,Margao,552,South Goa,5616,Salcete,1496,Margao (M Cl) - Ward No.8,252087,Margao,Municipality,30
319,481,2,South Goa,3706,31,Margao,552,South Goa,,,1489,Margao (M Cl) - Ward No.1,252087,Margao,Municipality,30
320,481,2,South Goa,3706,31,Margao,552,South Goa,5616,Salcete,1609,Margao (M Cl) - Ward No.16,252087,Margao,Municipality,30
321,481,2,South Goa,3706,31,Margao,552,South Goa,5616,Salcete,1307298,Margao (Mci) - Ward No. 25,252087,Margao,Municipality,30
322,481,2,South Goa,3706,31,Margao,552,South Goa,,,1492,Margao (M Cl) - Ward No.4,252087,Margao,Municipality,30
323,481,2,South Goa,3706,31,Margao,552,South Goa,,,1499,Margao (M Cl) - Ward No.11,252087,Margao,Municipality,30
324,481,2,South Goa,3706,31,Margao,552,South Goa,5616,Salcete,1497,Margao (M Cl) - Ward No.9,252087,Margao,Municipality,30
325,481,2,South Goa,3706,31,Margao,552,South Goa,,,6361,Margao (Mci) - Ward No.18,252087,Margao,Municipality,30
326,481,2,South Goa,3706,31,Margao,552,South Goa,,,1307295,Margao (Mci) - Ward No. 22,252087,Margao,Municipality,30
327,481,2,South Goa,3706,31,Margao,552,South Goa,,,1605,Margao (M Cl) - Ward No.12,252087,Margao,Municipality,30
328,481,2,South Goa,3706,31,Margao,552,South Goa,,,1495,Margao (M Cl) - Ward No.7,252087,Margao,Municipality,30
329,481,2,South Goa,3706,31,Margao,552,South Goa,,,1498,Margao (M Cl) - Ward No.10,252087,Margao,Municipality,30
330,481,2,South Goa,3706,31,Margao,552,South Goa,5616,Salcete,1307296,Margao (Mci)- Ward No. 23,252087,Margao,Municipality,30
331,481,2,South Goa,3706,31,Margao,552,South Goa,5616,Salcete,1606,Margao (M Cl) - Ward No.13,252087,Margao,Municipality,30
332,481,2,South Goa,3706,31,Margao,552,South Goa,5616,Salcete,1498,Margao (M Cl) - Ward No.10,252087,Margao,Municipality,30
333,481,2,South Goa,3706,31,Margao,552,South Goa,,,1494,Margao (M Cl) - Ward No.6,252087,Margao,Municipality,30
334,481,2,South Goa,3706,31,Margao,552,South Goa,5616,Salcete,1607,Margao (M Cl) - Ward No.14,252087,Margao,Municipality,30
335,481,2,South Goa,3706,31,Margao,552,South Goa,,,1491,Margao (M Cl) - Ward No.3,252087,Margao,Municipality,30
336,481,2,South Goa,3706,31,Margao,552,South Goa,,,1307297,Margao (Mci) - Ward No. 24,252087,Margao,Municipality,30
337,481,2,South Goa,3706,31,Margao,552,South Goa,5616,Salcete,1499,Margao (M Cl) - Ward No.11,252087,Margao,Municipality,30
338,481,2,South Goa,3706,31,Margao,552,South Goa,5616,Salcete,1490,Margao (M Cl) - Ward No.2,252087,Margao,Municipality,30
339,481,2,South Goa,3706,31,Margao,552,South Goa,,,1608,Margao (M Cl) - Ward No.15,252087,Margao,Municipality,30
340,481,2,South Goa,3706,31,Margao,552,South Goa,5616,Salcete,1493,Margao (M Cl) - Ward No.5,252087,Margao,Municipality,30
341,481,2,South Goa,3706,31,Margao,552,South Goa,,,1307296,Margao (Mci)- Ward No. 23,252087,Margao,Municipality,30
342,481,2,South Goa,3706,31,Margao,552,South Goa,,,1606,Margao (M Cl) - Ward No.13,252087,Margao,Municipality,30
343,481,2,South Goa,3706,31,Margao,552,South Goa,,,1490,Margao (M Cl) - Ward No.2,252087,Margao,Municipality,30
344,481,2,South Goa,3706,31,Margao,552,South Goa,5616,Salcete,7001,Margao (Mci) - Ward No.20,252087,Margao,Municipality,30
345,481,2,South Goa,3706,31,Margao,552,South Goa,,,1307298,Margao (Mci) - Ward No. 25,252087,Margao,Municipality,30
346,481,2,South Goa,3706,31,Margao,552,South Goa,5616,Salcete,7000,Margao (Mci) - Ward No.19,252087,Margao,Municipality,30
347,481,2,South Goa,3706,31,Margao,552,South Goa,,,1493,Margao (M Cl) - Ward No.5,252087,Margao,Municipality,30
348,481,2,South Goa,3706,31,Margao,552,South Goa,,,7000,Margao (Mci) - Ward No.19,252087,Margao,Municipality,30
349,481,2,South Goa,3706,31,Margao,552,South Goa,,,1307294,Margao ( Mci) - Ward No. 21,252087,Margao,Municipality,30
350,481,2,South Goa,3706,31,Margao,552,South Goa,5616,Salcete,1492,Margao (M Cl) - Ward No.4,252087,Margao,Municipality,30
351,481,2,South Goa,3706,31,Margao,552,South Goa,,,1496,Margao (M Cl) - Ward No.8,252087,Margao,Municipality,30
352,481,2,South Goa,3706,31,Margao,552,South Goa,5616,Salcete,1605,Margao (M Cl) - Ward No.12,252087,Margao,Municipality,30
353,481,2,South Goa,3706,31,Margao,552,South Goa,5616,Salcete,1494,Margao (M Cl) - Ward No.6,252087,Margao,Municipality,30
354,481,2,South Goa,3706,31,Margao,552,South Goa,,,1609,Margao (M Cl) - Ward No.16,252087,Margao,Municipality,30
355,481,2,South Goa,3706,31,Margao,552,South Goa,5616,Salcete,6361,Margao (Mci) - Ward No.18,252087,Margao,Municipality,30
356,481,2,South Goa,3706,31,Margao,552,South Goa,,,1497,Margao (M Cl) - Ward No.9,252087,Margao,Municipality,30
357,481,2,South Goa,3707,24,Mormugao,552,South Goa,,,37253,Mormugao (M Cl) - Ward No.7,252084,Mormugao,Municipality,30
358,481,2,South Goa,3707,24,Mormugao,552,South Goa,5615,Mormugao,37266,Mormugao (M Cl) - Ward No.20,252084,Mormugao,Municipality,30
359,481,2,South Goa,3707,24,Mormugao,552,South Goa,5615,Mormugao,37255,Mormugao (M Cl) - Ward No.9,252084,Mormugao,Municipality,30
360,481,2,South Goa,3707,24,Mormugao,552,South Goa,5615,Mormugao,37265,Mormugao (M Cl) - Ward No.19,252084,Mormugao,Municipality,30
361,481,2,South Goa,3707,24,Mormugao,552,South Goa,,,37258,Mormugao (M Cl) - Ward No.12,252084,Mormugao,Municipality,30
362,481,2,South Goa,3707,24,Mormugao,552,South Goa,5615,Mormugao,37257,Mormugao (M Cl) - Ward No.11,252084,Mormugao,Municipality,30
363,481,2,South Goa,3707,24,Mormugao,552,South Goa,,,1307303,Mormugao (M Ci) - Ward No. 25,252084,Mormugao,Municipality,30
364,481,2,South Goa,3707,24,Mormugao,552,South Goa,,,37262,Mormugao (M Cl) - Ward No.16,252084,Mormugao,Municipality,30
365,481,2,South Goa,3707,24,Mormugao,552,South Goa,,,37255,Mormugao (M Cl) - Ward No.9,252084,Mormugao,Municipality,30
366,481,2,South Goa,3707,24,Mormugao,552,South Goa,5615,Mormugao,1307300,Mormugao (M Ci) - Ward No. 22,252084,Mormugao,Municipality,30
